"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude","coin"
"buy $ETH on #coinbase @ 236.7 https://t.co/hmmkEjSVM0 https://t.co/a9yzsSm96w",FALSE,0,NA,2020-02-11 23:30:17,FALSE,NA,"1227374324665004033",NA,"<a href=""https://bitpeaks.com"" rel=""nofollow"">bitpeaks</a>","bitpeaks",0,FALSE,FALSE,NA,NA,"$ETH"
"RT @BTCIA: $AMB may contribute to prevent #disease #coronavirus in the future💥🧪#DNA tracer/smart pallet/$80Bpartner pending🔥#Bitcoin #BTC #…",FALSE,0,NA,2020-02-11 23:30:10,FALSE,NA,"1227374294654570496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DappCom",8,TRUE,FALSE,NA,NA,"$ETH"
"Sign up for Kucoin and save on trading fees!

https://t.co/KtYreSHr9m

$MATIC $BTC $ETH $XRP $RVN $LINK $VET $LTC $TRX $EOS $BNB $BCH $NEO",FALSE,0,NA,2020-02-11 23:30:10,FALSE,NA,"1227374294595883008",NA,"<a href=""https://www.cub.so"" rel=""nofollow"">Cubi.so</a>","The_Crypto_Jew",0,FALSE,FALSE,NA,NA,"$ETH"
"Yo #cryptotwitter what is your fav crypto debit card? I love my bitpay card so much but one downside...no chip :(.… https://t.co/tViZaBGVKQ",FALSE,0,NA,2020-02-11 23:30:09,TRUE,NA,"1227374291429318657",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","FallenSputnik",0,FALSE,FALSE,NA,NA,"$ETH"
"RT @zhusu: William, too late, I'm greedy again. I'll consider:

$BTC 30k
$ETH 2k

Thanks",FALSE,0,NA,2020-02-11 23:30:04,FALSE,NA,"1227374270613000192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wasihass",53,TRUE,FALSE,NA,NA,"$ETH"
"RT @BITCOlNBULL: This months giveaway is 10 ETH worth $2,382.00! 🔥🔥🔥

Click on the tweet below and enter.

$btc $xrp $bch $eth $ltc $eos $n…",FALSE,0,NA,2020-02-11 23:29:18,FALSE,NA,"1227374077402177536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bidanh007",420,TRUE,FALSE,NA,NA,"$ETH"
"RT @IrishGirlCrypt1: 🚨FAST #Ethereum #Crypto #Giveaway🚨

🎁ONE PERSON GETS $20 IN $ETH 🤑

🧜‍♀️Easy Rules:

✅Like &amp; Retweet

✅Follow @IrishGi…",FALSE,0,NA,2020-02-11 23:29:07,FALSE,NA,"1227374031311011840",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jeremyxyla",756,TRUE,FALSE,NA,NA,"$ETH"
"Ducking send it!!! Send it!!!!!! Send it god dammittt!!!  $link $algo $eth $ocean $pcx $matic $one https://t.co/pNtzv42XuG",FALSE,7,NA,2020-02-11 23:28:59,FALSE,NA,"1227373999149264896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chokethehippo",0,FALSE,FALSE,NA,NA,"$ETH"
"RT @ColdBloodShill: I don't think this $ETH scam is going to make me going 3/3 easy. https://t.co/irXeCXqz4r",FALSE,0,NA,2020-02-11 23:28:52,FALSE,NA,"1227373968216199173",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","socksobsessed",5,TRUE,FALSE,NA,NA,"$ETH"
"When did you first get into #crypto (#bitcoin $BTC $ETH $XRP etc)",FALSE,0,NA,2020-02-11 23:28:44,FALSE,NA,"1227373936175960070",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Cams_Tweeting",0,FALSE,FALSE,NA,NA,"$ETH"
"RT @CryptoMessiah: $Eth update:

Don't deny the power of the fan. https://t.co/chyz1eSdgj https://t.co/CpkHAneWfq",FALSE,0,NA,2020-02-11 23:28:35,FALSE,NA,"1227373897496039426",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CryptoOwenW",2,TRUE,FALSE,NA,NA,"$ETH"
"@CryptoVillain_ @TomoChainANN All great criteria for investing. I would also add coin supply. $tomo supply is insan… https://t.co/R6WgNuVOT8",FALSE,3,"CryptoVillain_",2020-02-11 23:28:16,TRUE,"1227352771629899776","1227373820031328256","968037586978639872","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Boun07188637",0,FALSE,FALSE,NA,NA,"$ETH"
"RT @BITCOlNBULL: This months giveaway is 10 ETH worth $2,382.00! 🔥🔥🔥

Click on the tweet below and enter.

$btc $xrp $bch $eth $ltc $eos $n…",FALSE,0,NA,2020-02-11 23:28:11,FALSE,NA,"1227373796874539008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sitinurrha",420,TRUE,FALSE,NA,NA,"$ETH"
"Pi is a crypto that will be hitting exchanges this year. You can mine it free from your phone (look at my pinned tw… https://t.co/bDJXCVTyD4",FALSE,0,NA,2020-02-11 23:27:56,TRUE,NA,"1227373736262680576",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","mschube13",0,FALSE,FALSE,NA,NA,"$ETH"
"RT @CryptoManianer: @MikeNerdUK @Tavitt_CoLtd It makes sense for each token to migrate to $Trx. Sorry $eth but this is business",FALSE,0,NA,2020-02-11 23:27:54,FALSE,NA,"1227373726670323713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Trontonium",1,TRUE,FALSE,NA,NA,"$ETH"
"RT @kjbeck_au: Finally received my @DigitalBitsOrg branded hoodie, Thanks @alex_yyz 😎 Feels extra comfy with $XDB making ATH in $USD and ou…",FALSE,0,NA,2020-02-11 23:27:52,FALSE,NA,"1227373716398436352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","danangbubu",15,TRUE,FALSE,NA,NA,"$ETH"
"RT @onemanatatime: $Crypto Pump Schedule (5 Year Roadmap) 

2018 Q4: Bitcoin &amp; Ethereum Bottom Out
2019 Q2: Bullish Reversal
2020 Q2-Q3: AT…",FALSE,0,NA,2020-02-11 23:27:51,FALSE,NA,"1227373715631083522",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Blockchaining",247,TRUE,FALSE,NA,NA,"$ETH"
"RT @1982Pedro1982: #Telcoin - New licence acquired from the Central Bank of Singapore. Incredible news.

The list of licences &amp; partners ke…",FALSE,0,NA,2020-02-11 23:27:26,FALSE,NA,"1227373610391736321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cryptopioneer1",17,TRUE,FALSE,NA,NA,"$ETH"
"$vra huge breakout with volume grab a long and hold on 

$btc $eth $coti $matic $tomo https://t.co/2vuauLnhJb",FALSE,9,NA,2020-02-11 23:27:08,FALSE,NA,"1227373533581500419",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dissatisfiedoge",2,FALSE,FALSE,NA,NA,"$ETH"
"Does it stall out here, or smash through those neat little lines I drew?

$ETH/USD https://t.co/7sG4dOgYw0",FALSE,0,"waltseason",2020-02-11 23:26:50,FALSE,"1226652315857256450","1227373457920278530","1107031875518787584","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","waltseason",0,FALSE,FALSE,NA,NA,"$ETH"
